source,cos_sim,target,level
Счастлив? ,0.9999999999999998,Счастлив? ,b1
Вопрос премудреный. ,0.7360428797291605,Вопрос премудрёный. ,b1_c1
"— сказала Дарья Александровна, как будто презирая его зa низость этого чувства в сравнении с тем, другим чувством, которое знают одни женщины. — В то время как вы делали предложение Кити, она именно была в том положении, когда она не могла отвечать. ",0.584483099521697,"В то время как вы делали предложение Кити, она была в том положении, когда она не могла отвечать. ",b1
Спать пора.,1.0000000000000002,Спать пора.,b2
"Пристаешь тут, покоя от тебя нет… (Идет с чашкой к столу.) ",0.54280317249501,(Идёт с чашкой к столу.) ,b2
— Послушайте! ,1.0,— Послушайте! ,b1_c1
"«Я себе не изменил», — сказал он, но умолчал, в чем именно заключалась радовавшая его выдержка.",0.37010370754330585,"— Я себе не изменил, — сказал он. ",b1_c1
"- Очень благодарен-с, - удивлялся генерал; - позвольте узнать, где остановились?",0.4767253967059569,"— Позвольте узнать, где остановились? ",b1
Ольга. ,1.0000000000000002,Ольга. ,b2
"– замахали руками актеры, обращаясь к юбиляру.",0.11703415784993224,"Осмелюсь ради юбилея, Андрей Андреич, обратиться к вам с просьбой. ",a2_b1
"Подчеркиваю: над турками. но не получилось бы, как в пятьдесят третьем, когда мы начинали войной против турок, а ввязались в схватку со всей Европой. ",0.45878004102724357,"Тогда мы начали войну против турок, а продолжили её со всей Европой. ",b1
Вы из Москвы?,1.0000000000000002,Вы из Москвы?,b2
"Едем, Рогожин! ",1.0,"Едем, Рогожин! ",b1
Я буду ходить за вами. ,1.0,Я буду ходить за вами. ,b1
"Известны ли нашей образованной массе русские художники, скульпторы, литературные люди? ",0.8703020087658884,"Известны ли нашей образованной массе русские художники, скульпторы, литераторы? ",b1_c1
"Наш Анвар, тогда еще не никакой не эфенди, служил у него секретарем. ",0.26676228849127614,Но ещё эфенди занимался и политикой! ,b1
"Но когда прошло еще десять минут и она не появлялась, он посмотрел на меня такими несчастными, умоляющими глазами, что мне стало жаль его… «Ничего, если я пойду поищу ее? ",0.4272765422557202,"Урбенин посмотрел на Сергея несчастными, умоляющими глазами. ",b1
И Маша тоже красива. ,0.9999999999999997,И Маша тоже красива. ,b2
Секретарь султана Абдул-Гамида. ,0.29127893918681874,А ещё он был офицером и секретарём султана. ,b1
"Временный штаб устроили на третьем этаже, в директорском кабинете. ",0.19701882074657395,В нём генерал решил сделать свой кабинет и главную комнату штаба. ,b1
— спросил он,0.5680872171376348,— спросил Сергей,b1
"- Договаривайте, князь, - особенно плавно протянул он, - договаривайте. ",0.23144699037993438,Не обманывайте. ,b1
Я тоже изменился. ,0.40642300690270416,Граф очень любит вспоминать прошлое… Сергей тоже изменился. ,b1
"Занимая третий год место начальника одного из присутственных мест в Москве, Степан Аркадьич приобрел, кроме любви, и уважение сослуживцев, подчиненных, начальников и всех, кто имел до него дело. ",0.2002726555926319,"Его уважали коллеги и все, кто имел с ним дело. ",b1
"А теперь я гулять хочу, я ведь уличная! ",0.9999999999999999,"А теперь я гулять хочу, я ведь уличная! ",b1
Ирина. ,0.9999999999999998,Ирина. ,b2
"Может быть, это и хорошо будет. ",0.9999999999999997,"Может быть, это и хорошо будет. ",b2
– вспомнились ей тогдашние ее слова и тогдашнее ее чувство. ,0.8505000081271855,— вспомнились ей тогдашние её слова и тогдашнее её чувство. ,b1
"Свои — это те, о которых мы знаем наверное, сколько им лет и сколько у них денег.",0.9180650137997701,"Свои — это те, о ком мы знаем наверное, сколько им лет и сколько у них денег. ",b1_c1
"Он говорил учтиво, почтительно, но так твердо и упорно, что она долго не могла ничего ответить",0.5376283709697591,Она долго не могла ничего ответить,b1
"Если все это правда, то на сей раз англичане зарвались, переусердствовали. ",0.08852681145144381,"Если надо, то украдёт его. ",b1
— велел Эраст Петрович.,0.42890044802752336,"Вы, Эраст Петрович, в карты играете? ",b1
"Потом поднял руку с пистолетом, чтоб мне видно было, покрутил барабан и быстро так к виску — щелк. ",0.2560693731275476,"На улице он встал, поднял руку с пистолетом. ",b1
"Он уже давно забыл про себя, кто он и как попал он в воздух, а теперь он снова стал звездою, сгустком яростного огня, несущимся в пространстве, отвевающим назад искры и голубое пламя. ",0.8103299824075245,"Он уже давно забыл про себя, кто он и как попал он в воздух, а теперь он снова стал звездою, сгустком огня, несущимся в пространстве. ",b1_c1
"Это естественно, здорово, без этого человек навсегда останется малюткой. ",0.3246402625193756,Без этого человек всегда оставался бы маленьким ребёнком. ,b1
— Наташа подбежала к нему,0.9999999999999999,— Наташа подбежала к нему,b1_c1
"Меня под Кокандом взрывной волной так об угол мечети приложило — месяц зубами клацал, веришь ли — стаканом в рот не попадал. ",0.11360327472535303,Посол меня чудом спас. ,b1
Еще вот что. ,0.21973338962937972,— Ты вот что... – дворник неожиданно крепко взял его за руки. ,b1
Да.,1.0,Да.,b2
"Еще минута — и весь корабль, точно волшебством, весь оделся парусами.",0.6362135986642657,Ещё минута — и весь ко рабль оделся парусами,b1_c1
"И она тоже принялась демонстративно рассматривать того, чьей волей жила вся восьмидесятимиллионная держава.",0.20754798009290637,— и сме ло стала рассматривать царя. ,b1
Мы сегодня его задразнили. ,1.0000000000000002,Мы сегодня его задразнили. ,b2
"Но я беру карандаш в рот, наступаю лапой на тетрадку, чтобы она не ерзала, – и пишу.",0.6308521472964832,"Беру карандаш в рот, ставлю лапу на тетрадку и пишу. ",b1
Только на скрипке играет. ,1.0,Только на скрипке играет. ,b2
"Не старейте, нервы! ",0.06976654090171815,"Дайте-ка мне первую половину, я проштудирую… Дайте скорее… (Берёт доклад.) ",a2_b1
"Он впервые живо представил себе ее личную жизнь, ее мысли, ее желания, и мысль, что у нее может и должна быть своя особенная жизнь, показалась ему так страшна, что он поспешил отогнать ее. ",0.8478149063966144,"Он впервые живо представил себе её личную жизнь, её мысли, её желания, и мысль, что у неё может и должна быть своя особенная жизнь, показалась ему так страшна, что он поспешил отог-нать её. ",b1
все это было бы мое! ,0.3629910987682292,Всё это было бы моё! ,b1
"– Вот что, Костя! ",0.639984314419637,— Костя! ,b1
— бросила дама. — Нынче я спешу!,0.33839367729042513,– сказала дама. – Сейчас я спешу! ,b1
"– Да как же так… Попробуйте устроить искусственное дыхание… Может, отойдет",0.2555486766236537,"Может, отойдёт",b1_c1
— крикнул им вслед волонтер.,0.44622924971255185,— крикнула она,b1
А Костылин заробел,0.37068450280444226,"А Костылин ничего не делал, только сидел в сарае, ждал, и плохо ему было.",a2
"Тогда мы дадим им тихое, смиренное счастье, счастье слабосильных существ, какими они и созданы. ",0.9999999999999999,"Тогда мы дадим им тихое, смиренное счастье, счастье слабосильных существ, какими они и созданы. ",b1_c1
- Я в этом ничего не понимаю. ,0.8320843650965299,— Я в этом ничего не понимаю. ,b1
"Он повернулся и, не подняв соскочившей с головы фуражки, пошел прочь от гипподрома, сам не зная куда. ",0.3306165996621939,Он повернулся и пошёл в сторону от ипподрома. ,b1
"Но ничего, дайте срок.",0.12459930838787596,"Точнее больной, который ничего не слышит и не может говорить?». ",b1
— Какой болван! ,0.31474129216301205,"Она ему улыбалась, а потом тайком вытирала руки и ещё очень тихо говорила: «Какой болван!» ",b1
Что было в письме? ,1.0,Что было в письме? ,b1
Чебутыкин (нежно). ,1.0,Чебутыкин (нежно). ,b2
Князь наблюдал грустно и молча,0.7449036080175975,"Князь наблюдал грустно и молча. — Горит, горит! ",b1
Алексей Александрович не мог равнодушно слышать и видеть слезы ребенка или женщины. ,0.8683371373334229,Алексей Александрович не мог равнодушно слышать и видеть слёзы ребёнка или женщины. ,b1
"Это были первые слова, произнесенные им с тех пор, как он тут сидел. ",0.8718591774051989,"Это были первые слова, произнесённые им с тех пор, как он тут сидел",b1
"Вы язвите сердце мое, вы убиваете меня, Настенька! ",0.7296156260298139,"вы убиваете меня, Настенька! ",b1
Ей хотелось побыть одной с своими мыслями.,0.9923650749998258,Ей хотелось побыть одной с своими мыслями. ,b1
"Такой переход в речи Тигрова не может показаться странным: существует закон природы, по которому русский актер, говоря даже о погоде, не может умолчать об интригах… – Всякий, кто мог, расставлял передо мной сети ехидства и иезуитизма! ",0.07563633091941965,"Ах, ах… батюшки, в глазах темно! ",a2_b1
"Правда, все три были только Епанчины, но по матери роду княжеского, с приданым не малым, с родителем, претендующим впоследствии, может быть, и на очень высокое место и, что тоже довольно важно, - все три были замечательно хороши собой, не исключая и старшей, Александры, которой уже минуло двадцать пять лет. ",0.640971206711792,"Все три были замечательно хороши собой, не исключая и старшей, Александры, которой уже минуло двадцать пять лет. ",b1
"Не трудитесь разбирать мое дело, господа судьи, я вынес себе приговор сам». ",0.33075635916916446,"Господа судьи, теперь я сам себе судья!» ",b1
"Направо легла дама, налево туз",1.0000000000000002,"Направо легла дама, налево туз",b1
"- А что, Лев Николаич, давно я хотел тебя спросить, веруешь ты в бога иль нет? ",0.7413709595025877,"— А что, Лев Николаич, веруешь ты в Бога иль нет? ",b1
Тут экспрессия нужна!,0.17338713335735562,Вам что ещё нужно?,a2_b1
"Увидев нас, она звонко захохотала и, подпрыгивая, подскочила к Урбенину и обняла его колено. ",0.2237624194591236,Потом обняла его за шею,b1
"В минуту Суслик снял с больших ног адмирала сапоги, подал мягкие башмаки и старенький люстриновый «походный» сюртук с золотыми «кондриками» для эполет. ",0.524546832952065,"За минуту он снял с больших ног адмирала сапоги, дал мягкие туфли и старый сюртук",b1_c1
— спросил генерал.,0.3904811267928747,— крикнул генерал. — Сюда его! ,b1
"Итальянцы несколько минут молча смотрели на меня, а я встала и, повернувшись к ним спиной, стала разглядывать луну. ",0.8457867821854441,"Итальянцы несколько минут молча смотрели на меня, а я стала разглядывать луну. ",b1_c1
Не гони!,1.0,Не гони!,b2
"— Но ее, бедняжку, мне ужасно и ужасно жалко. ",0.6213842803944438,"Вы страдаете только от гордости… Но её, бедняжку, мне ужасно жалко",b1
"Кроме того, все предметы, которыми занимался Вронский, она изучала по книгам и специальным журналам, так что часто он обращался прямо к ней с агрономическими, архитектурными, даже иногда коннозаводческими и спортсменскими вопросами. ",0.8782792943341056,"Кроме того, все предметы, которыми занимался Вронский, она изучала по книгам и специальным журналам, так что часто он обращался прямо к ней с агрономическими или архитектурными вопросами. ",b1
"Уехать с Луканом — навсегда погубить свою репутацию, да еще не известно, чем кончится. ",0.2572172765097266,"Да и неизвестно, чем закончится эта прогулка... ",b1
"Я признаю, как ты знаешь, ревность чувством оскорбительным и унизительным и никогда не позволю себе руководиться этим чувством; но есть известные законы приличия, которые нельзя преступать безнаказанно. ",0.6194716900317919,"Алексей Александрович помолчал и потёр рукой лоб и глаза. — Я вот что хочу сказать, — продолжал он холодно и спокой но. — Я признаю ревность чувством унизительным и никог да не разрешу себе руководиться этим чувством; но есть известные законы приличия, которые нельзя нарушить безнаказанно. ",b1
"Рассуждая таким образом, очутился он в одной из главных улиц Петербурга, переддомом старинной архитектуры. ",0.6806375741347622,"Думая о тайне старухи, оказался он на одной из главных улиц Петербурга, перед домом старинной архитектуры. ",b1
"Мне кажется, что он напоминал вам о вашем злодействе… Ночью вас позвали в графский дом, и вы, вместо того, чтобы тотчас же приступить к делу, медлили до приезда полиции почти целые сутки и, вероятно, сами того не замечая… Так медлят только те следователи, которым известен преступник… Вам он был известен… Далее — Ольга не назвала имени убийцы, потому что он был для нее дорог… Будь убийцей муж, она назвала бы его. ",0.27352856865179553,"Так медлят следователи, которые уже знают, кто преступник. ",b1
 - Но господин Х***ов! ,0.2655017391537533,— Но господа! ,b1_c1
С нами нельзя ему всего говорить. ,1.0000000000000004,С нами нельзя ему всего говорить. ,b1
Однако Фандорин немедленно все испортил,0.23844986069972612,А вот Фандорин ничего не рассказывает!» ,b1
"Бабушка согласилась с благодарностью, только все спрашивала, нравственные книги или нет, потому что если книги безнравственные, так тебе, говорит, Настенька, читать никак нельзя, ты дурному научишься",0.9226601122169727,"Бабушка согласилась с благодарностью; только всё спрашивала, нравственные книги или нет, потому что если книги безнравственные, так тебе, говорит, Настенька, читать никак нельзя, ты плохому научишься",b1
"Когда он оглянулся, она тоже повернула голову. ",0.930515167062802,"Он оглянулся, она тоже повернула голову. ",b1
"— Но я была бы в отчаянии, если бы тут было что-нибудь серьезное с его стороны, — перебила ее Анна. — И я уверена, что это всё забудется, и Кити перестанет меня ненавидеть",0.5320629241889826,"Я уверена, что это забудется и Кити перестанет меня ненавидеть. ",b1
"Он сказал батарейному командиру, что неприятель обратил все свое внимание на Малахов курган и на третий бастион… – А главное, передовые люнеты хотят взять… штурмом-с… Прежде хотели через четвертый бастион взять Севастополь… А теперь стали умнее-с… У вас будет меньше бойни, Николай Николаевич. ",0.3796856048538991," — А главное, передовые люнеты хотят взять... штурмом-с... ",b1_b2
"- Но позвольте, что же это, наконец, значит? ",0.4294604605397373,"Ганя, наконец, пришёл в себя. — Извините, что это значит? ",b1
— А когда хотите. ,0.9999999999999998,— А когда хотите. ,b1_c1
"Еще несколько слов: в течении двадцати лет сряду, изъездил я Россию по всем направлениям; почти все почтовые тракты мне известны; несколько поколений ямщиков мне знакомы; редкого смотрителя не знаю я в лицо, с редким не имел я дела; любопытный запас путевых моих наблюдений надеюсь издать в непродолжительном времени; покамест скажу только, что сословие станционных смотрителей представлено общему мнению в самом ложном виде. ",0.6397506772977609,"Ещё несколько слов: в течение двадцати лет изъездил я Россию по всем направ ле ниям; почти все дороги и почтовые станции мне знакомы; редкого смотрителя не знаю я в лицо, с редким не имел я дела. ",a2
"Снаружи было то же, но внутренние отношения их совершенно изменились. ",0.7621256499475572,"Внешне было то же, но внутренние отношения их совершенно из менились. ",b1
"О, ты мне враг — ты отнял у меня Все, что я в жизни… Дон Гуан Милое созданье!",0.6386194514650768,"О, ты мне враг — ты отнял у меня Всё, что я в жизни... ",b1_c1
"Только едва ли удалось оберечь, едва ли! ",0.9999999999999999,"Только едва ли удалось оберечь, едва ли! ",b2
Уже половина первого. ,1.0000000000000002,Уже половина первого. ,b2
"Он не понимает, что я твоя жена, что он чужой, что он лишний... ",0.6321072287242053,"Он не понимает, что я твоя жена, что он чужой, что он лишний… — Ты не права, мой друг, — сказал Вронский. — Но всё равно, не будем о нём говорить. ",b1
"И зачем только она согласилась сделать остановку в корчме, или как у них тут называется этот гнусный притон? ",0.3351323306805691,"«И зачем только я согласилась остановиться здесь, в этом трактире? ",b1
— Это полиция! ,0.2644906950964117,Фандорин побежал к другому экипажу: «Полиция! ,b1
"Если бы ты не обещал прежде, она бы помирилась с своим положением, жила бы в деревне. ",0.7487455748630216,"Если бы ты не обещал раньше, она бы помирилась, жила бы в деревне. ",b1
Но ездил он к Туркиным уже не ради ее мигрени… Праздничный день. ,0.427468232352113,"Но ездил он к Туркиным уже не для того, чтобы лечить её головную боль ...",b1
"– «Я не мир, а меч принес», говорит Христос, – с своей стороны возразил Сергей Иваныч, просто, как будто самую понятную вещь, приводя то самое место из евангелия, которое всегда более всего смущало Левина",0.4680890354185912,"— «Я не мир, а меч принёс», говорит Христос, — сказал Сергей Иваныч. ",b1
"Благодарной быть не хотите, и оттого сердитесь. ",0.3578317238126526,"Это раз, — начал Эраст Петрович спокойным голосом. — Вы не хотите быть благодарной, поэтому и рассердились. ",b1
Тот мгновенно бухнул в бурные волны — и утонул.,0.9926481297873474,Тот мгновенно бухнул в бурные волны — и утонул. ,b1_c1
— А разве вы теперь меня знаете? ,0.8367988766715859,— А разве вы теперь меня знаете?,b1
"Все были в тревоге и не понимали друг друга, всякий думал, что в нем в одном и заключается истина, и мучился, глядя на других, бил себя в грудь, плакал и ломал себе руки. ",0.976827659510356,"Все были в тревоге и не понимали друг друга, всякий думал, что в нём в одном и заключается истина, и мучился, глядя на других, бил себя в грудь, плакал и ломал себе руки. ",b1_c1
"Я точно первый раз в жизни вижу эти ели, клены, березы, и все смотрит на меня с любопытством и ждет. ",0.8065567384548111,"Я точно первый раз в жизни вижу эти ели, клёны, берёзы, и всё смотрит на меня с любопытством и ждёт. ",b2
"Посидев несколько времени, он взбежал наверх. ",0.9999999999999994,"Посидев несколько времени, он взбежал наверх. ",b1
"Он более не пил чаю, так как чай ему с этих пор был совершенно запрещен, и для поддержки своей репутации ему оставалось только мнимо жалеть об этом лишении. ",0.58709605787524,"Он больше не пил чаю, так как чай ему с этих пор был совершенно запрещён. ",b1_c1
"Выясняется, что в четвертом часу пополудни отряд Соболева, захватив лобовым ударом Кришинский редут, прорвался на южную окраину Плевны, зайдя в тыл основным силам турецкой армии, однако был вынужден остановиться за недостаточностью штыков и артиллерии. ",0.13639081152027904,Вечером туркам удалось снова занять южный район города. ,b1
"— Господа, господа! ",0.7772951033014075,Господа! ,b1
"Бедные певцы всю ночь просидели в залах, ожидая, что им дадут лошадей для поездки на станцию. ",0.33273976875031225,"Они ждали, когда им дадут лошадей, чтобы доехать до станции. ",b1
"Может быть, он даже решился бы, при случае, и на крайне низкое дело, лишь бы достигнуть чего-нибудь из мечтаемого; но как нарочно, только что доходило до черты, он всегда оказывался слишком честным для крайне низкого дела. ",0.948318038711774,"Может быть, он даже решился бы, при случае, и на крайне низкое дело, лишь бы получить чего-нибудь из мечтаемого; но, как нарочно, только дело доходило до черты, он всегда оказывался слишком честным для крайне низкого дела. ",b1
"Пожить и пожить… Любопытство меня жгло… вы этого не понимаете, но, клянусь богом, я уже не могла владеть собой, со мной что-то делалось, меня нельзя было удержать, я сказала мужу, что больна, и поехала сюда… И здесь все ходила, как в угаре, как безумная… и вот я стала пошлой, дрянной женщиной, которую всякий может презирать.",0.47585890297537964,"Вы этого не понимаете, но, поверьте мне, со мной что-то делалось, меня нельзя было остановить, я сказала мужу, что больна, и поехала сюда... ",b1
Бежецкая звонко рассмеялась,0.34840769146819733,"Бежецкая быстро пошла к нему, и он выстрелил. ",b1
"За вино и сыр расплатиться хватит, но не более… Нужна еще лошадь или хотя бы осел. ",0.2811148636661068,Хватит заплатить только за вино и сыр. ,b1
"— Ваше благородие, Кузьма убил!",0.36742423216390835,"— Кузьма… он убил, ваше благородие… А Пётр Егорыч не убивал… — кричали крестьяне. — Неправда! ",b1
"Он заметил это, потер себе лоб и сел в ее кабинете.",0.4331695407751304,"Он ничего не мог придумать и, заметив это, сел в кабинете. ",b1
Мужик поднял дело. ,0.22254714671934803,Потом этот мужик подошёл к окну и передал Сергею письмо. ,b1
Сначала буквы были похожи на раздавленных дождевых червяков. ,0.21159808362070787,Сначала было первое отделение.,b1
Федотик. ,0.46489877207199615,"Федотик Алексей Петрович, подпоручик.",b2
— Только-то? ,0.5615246762563888,— Только-то? ,b1
— Вы поедете на этот бал? ,0.49343636823570347,Вы поедете? ,b1
"Раз в два-три месяца она уезжала из С. и говорила мужу, что едет посоветоваться с профессором насчет своей женской болезни, – и муж верил и не верил. ",0.9003877212811415,"Раз в дватри месяца она уезжала из С. и говорила мужу, что едет посоветоваться с профессором о своей женской болезни, — и муж верил и не верил. ",b1
— спросила Варя.,0.5670133458143132,— сказала Варя,b1
"Гостиная с колоннами, за которыми виден большой зал. ",0.9999999999999998,"Гостиная с колоннами, за которыми виден большой зал. ",b2
", взяла мел и тотчас же ответила.",0.9609155111780537,Она взяла мел и тотчас же ответила.,b1
"С другой стороны Лизе очень хотелось видеть, какое впечатление произвело бы на него свидание столь неожиданное... ",0.7659184644345997,"С другой стороны, Лизе очень хотелось видеть, какое впечатление произвело бы на него это неожиданное свидание… Вдруг у неё появилась мысль. ",a2
— Да. ,0.12529205197121965,— Дурак! ,b1
— «Люб-лю гро-зу в на-ча-ле мая!» ,0.8144048841988815,Она пела высоким сопрано «Люб-лю гро-зу в на-ча-ле мая!» ,b1
— сказал Урбенин,0.47147376346391234,"Первый, кто пришёл на допрос, был Урбенин. ",b1
"Так завтра, в это время, не правда ли?» ",1.0,"Так завтра, в это время, не правда ли?» ",a2
"Смотри, князь, твоя невеста деньги взяла, потому что она распутная, а ты ее брать хотел! ",0.8611217786968224,"Смотри, князь, твоя невеста деньги взяла, потому что она распу-тная, а ты её брать хотел! ",b1
(Удачная покупка! ,1.0000000000000002,(Удачная покупка! ,b1_c1
Россия превращается в Богородицу. ,1.0,Россия превращается в Богородицу. ,b1_c1
Что ж за шутки. ,0.9999999999999999,Что ж за шутки. ,b2
"На столе лежало золото и ассигнации, и Долохов метал банк. ",0.8983304241322514,"На столе лежало золото и ассиг-нации, и Долохов метал банк. ",b1_c1
– отвечала тихо барышня и побежала в переднюю. ,0.4028430814679302,— отвечала тихо воспитанница и побежала в коридор. ,b1
"О моя милая… Как-то мы проживем нашу жизнь, что из нас будет… Когда читаешь роман какой-нибудь, то кажется, что все это старо и все так понятно, а как сама полюбишь, то и видно тебе, что никто ничего не знает и каждый должен решать сам за себя… Милые мои, сестры мои… Призналась вам, теперь буду молчать… Буду теперь, как гоголевский сумасшедший… молчание… молчание… Андрей, за ним Ферапонт.",0.3587952768822224,"Буду теперь, как гоголевский сумасшедший... молчание... молчание...",b2
"Правда, пальцы на лапах у меня не загибаются, я ведь не человек и не обезьяна. ",0.1744615202632648,"А в голове у меня разная чепуха: обезьяны, змеи, львы и тигры… Ах, что случилось! ",b1
"Еще несколько минут она пересиливала свое волнение, но вдруг отворотилась, облокотясь на балюстраду набережной, и залилась слезами",0.4649715190673897,"Ещё несколько минут она пересиливала своё волнение, но вдруг опять заплакала",b1
"Посмотрите на ребенка, посмотрите на божию зарю, посмотрите на травку, как она растет, посмотрите в глаза, которые на вас смотрят и вас любят… Он давно уже стоял, говоря. ",0.326971923383755,"Он давно стоял, говоря. ",b1
Человек он умный. ,0.6905576971165378,"Вижу, что человек он умный. ",b1
— спросил Павел Иваныч,0.41814978115715756,Павел Иванович остановился. ,b1
"Сегодняшний день покажется вам праздником, и все предметы будут окрашены отблеском веселого солнца и удовлетворенного сердца?",0.39896180020952915,А если я хорошо проспал — сегодняшний день покажется вам праздником? ,b1_c1
"Он и попытался это делать и ходил сначала в библиотеку заниматься выписками и справками для своей книги; но, как он говорил ей, чем больше он ничего не делал, тем меньше у него оставалось времени. ",0.45091128815690895,Он занимался этим и ходил сначала в библиотеку. ,b1
Кузьма смутился. ,0.346879761198902,"Мне показалось, что Кузьма спит и храпит",b1
"Тугиловский, что ли?» ",0.9999999999999999,"Тугиловский, что ли?» ",a2
Где Казанзаки?! ,1.0000000000000002,Где Казанзаки?! ,b1
"Старцев приехал и после этого стал бывать у Туркиных часто, очень часто… Он в самом деле немножко помог Вере Иосифовне, и она всем гостям уже говорила, что это необыкновенный, удивительный доктор. ",0.7019314875524371,"Он действительно немного помог Вере Иосифовне, и она всем гостям уже говорила, что это необыкновенный, удивительный доктор. ",b1
"Ну, Амалия и скажи: «Кто беспутной стала, уж не переделаешь. ",0.3295436861441019,"А Амалия говорит: «Кто проституткой стал, поздно честной становиться. ",b1
Соболев не станет командование запрашивать. ,0.6095547698437036,Соболев не станет начальников спрашивать. ,b1
— Чего вы хотите от меня? ,1.0,— Чего вы хотите от меня? ,b1
"— Жалко, что мы не слыхали, — сказала хозяйка, взглядывая на входную дверь. — А, вот и вы наконец! ",0.5027818574269544,"— А, вот и вы наконец! ",b1
Аглая! ,0.9999999999999998,Аглая! ,b1
Пауза.,1.0,Пауза.,b2
"Д’Эвре приветливо улыбнулся вошедшим и (это было приятно) задержал взгляд на Варе, однако продолжил игру. ",0.34342346387270134,Д’Эвре улыбнулся Пете и Варе. ,b1
(Смеясь сквозь слезы.) ,0.8261301481801013,(Смеясь сквозь слёзы.) ,b2
"В их большом каменном доме было просторно и летом прохладно, половина окон выходила в старый тенистый сад, где весной пели соловьи; когда в доме сидели гости, то в кухне стучали ножами, во дворе пахло жареным луком — и это всякий раз предвещало обильный и вкусный ужин.",0.5838836775993221,"Когда в доме сидели гости, в кухне стучали ножами, во дворе пахло жареным луком, и это значило, что скоро будет вкусный ужин.",b1
"Она, очевидно, гордилась своею смелостью и желала, чтоб Анна оценила верность ее дружбы. ",0.7788645877000661,"Она гордилась своей смелостью и желала, чтобы Анна оценила верность её дружбы. ",b1
Она ничего не ответила.,0.9834283972147767,Она ничего не ответила. ,b1
"И позабывший, что дама в нескольких шагах, адмирал прибавил от себя более внушительные слова.",0.7384089295869947,"И, забыв, что дама в нескольких шагах, адмирал прибавил от себя более крепкие слова. ",b1_c1
"— ужаснулся Старцев, когда она вдруг встала и пошла к дому. — Мне необходимо поговорить с вами, я должен объясниться… Побудьте со мной хоть пять минут! ",0.48582215482595215,Побудьте со мной хоть пять минут! ,b1
И д’Эвре она больше не увидит. ,0.45432882122221846,Д’Эвре я больше никогда не увижу... ,b1
Полдня курят. ,1.0000000000000002,Полдня курят. ,b1
"- Возьмете как есть, без ничего!",0.6197298646912462,"— Возьмёте как есть, без ничего? ",b1
"- Первое впечатление было очень сильное, - повторил князь. - Когда меня везли из России, чрез разные немецкие города, я только молча смотрел и, помню, даже ни о чем не расспрашивал. ",0.3928208372060375,— Первое впечатление было очень сильное. ,b1
Дона Анна!,0.8041568888214313,Дона Анна. ,b1_c1
"Все обращенные к ней лица показались Дарье Александровне здоровыми, веселыми, дразнящими ее радостью жизни. ",0.5886842684459028,"Все смотревшие на неё лица показались Дарье Александровне здоровыми, весёлыми. ",b1
"– То-то… матросский сын… А где я тебя видел, Маркушка?",0.3546771009847595, — То-то... матросский сын... ,b1_b2
